id:ID,:LABEL,preflabel,synonyms:IGNORE,name,description
HGNC:25071,GENE,NCAPH2,CAPH2,non-SMC condensin II complex subunit H2,"This gene encodes one of the non-SMC subunits of the condensin II complex. This complex plays an essential role in mitotic chromosome assembly. Alternate splicing of this gene results in multiple transcript variants.[provided by RefSeq, May 2010]."
HGNC:3123,GENE,EBAG9,EB9|PDAF,estrogen receptor binding site associated antigen 9,"This gene was identified as an estrogen-responsive gene. Regulation of transcription by estrogen is mediated by estrogen receptor, which binds to the estrogen-responsive element found in the 5'-flanking region of this gene. The encoded protein is a tumor-associated antigen that is expressed at high frequency in a variety of cancers. Alternate splicing results in multiple transcript variants. A pseudogene of this gene has been defined on chromosome 10. [provided by RefSeq, Jul 2013]."
Xenbase:XB-GENE-487381,GENE,fsd2,SPRYD1,fibronectin type III and SPRY domain containing 2,"This gene encodes a protein that belongs to the FN3/SPRY family of proteins. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Aug 2013]."
HGNC:1162,GENE,FRA10AC1,C10orf4|F26C11.1-like|FRA10A,FRA10A associated CGG repeat 1,"The protein encoded by this gene is a nuclear phosphoprotein of unknown function. This gene contains a tandem CGG repeat region within a CpG island that normally consists of 8-14 repeats but can expand to over 200 repeats. The repeat region is within the 5' UTR of some transcript variants, but is intronic to another variant. The expanded repeat allele is a fragile site and becomes hypermethylated, causing a reduction in gene expression. A disease phenotype has not been associated with expanded alleles. This gene is found within the rare FRA10A folate-sensitive fragile site. [provided by RefSeq, Dec 2016]."
MONARCH:APO_0000143APO_0000003,GENO,chromosome/plasmid maintenance:decreased,NA,chromosome/plasmid maintenance:decreased,NA
HGNC:17806,GENE,CYHR1,CHRP,cysteine and histidine rich 1,NA
HGNC:8742,GENE,PCP4,PEP-19,Purkinje cell protein 4,NA
HGNC:22058,GENE,TMEM139,NA,transmembrane protein 139,NA
ZP:0004001,DISO,abnormal(ly) degenerate retinal ganglion cell layer neuron,NA,abnormal(ly) degenerate retinal ganglion cell layer neuron,NA
NCBIGene:704449,GENE,CAV1,BSCL3|CGL3|LCCNS|MSTP085|PPH3|VIP21,caveolin 1,"The scaffolding protein encoded by this gene is the main component of the caveolae plasma membranes found in most cell types. The protein links integrin subunits to the tyrosine kinase FYN, an initiating step in coupling integrins to the Ras-ERK pathway and promoting cell cycle progression. The gene is a tumor suppressor gene candidate and a negative regulator of the Ras-p42/44 mitogen-activated kinase cascade. Caveolin 1 and caveolin 2 are located next to each other on chromosome 7 and express colocalizing proteins that form a stable hetero-oligomeric complex. Mutations in this gene have been associated with Berardinelli-Seip congenital lipodystrophy. Alternatively spliced transcripts encode alpha and beta isoforms of caveolin 1.[provided by RefSeq, Mar 2010]."
MONARCH:APO_0000253APO_0000002,GENO,cell cycle progression:abnormal,NA,cell cycle progression:abnormal,NA
HGNC:17036,GENE,SCRG1,SCRG-1,stimulator of chondrogenesis 1,"Scrapie-responsive gene 1 is associated with neurodegenerative changes observed in transmissible spongiform encephalopathies. It may play a role in host response to prion-associated infections. The scrapie responsive protein 1 may be partly included in the membrane or secreted by the cells due to its hydrophobic N-terminus. In addition, the encoded protein can interact with bone marrow stromal cell antigen 1 (BST1) to enhance the differentiation potentials of human mesenchymal stem cells during tissue and bone regeneration. [provided by RefSeq, Jul 2016]."
MONARCH:APO_0000257APO_0000250,GENO,cell cycle progression through the G2/M phase transition:arrested,NA,cell cycle progression through the G2/M phase transition:arrested,NA
FlyBase:FBgn0031646,GENE,CG2837,Dmel\CG2837,uncharacterized protein,NA
FBbt:00057009PHENOTYPE,DISO,Drosophila head cyst cell phenotype,NA,Drosophila head cyst cell phenotype,NA
WBPhenotype:0001956,DISO,oocytes lack nucleus,NA,oocytes lack nucleus,NA
HGNC:3590,GENE,FAP,DPPIV|FAPA|FAPalpha|SIMP,fibroblast activation protein alpha,"The protein encoded by this gene is a homodimeric integral membrane gelatinase belonging to the serine protease family. It is selectively expressed in reactive stromal fibroblasts of epithelial cancers, granulation tissue of healing wounds, and malignant cells of bone and soft tissue sarcomas. This protein is thought to be involved in the control of fibroblast growth or epithelial-mesenchymal interactions during development, tissue repair, and epithelial carcinogenesis. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Apr 2014]."
HGNC:7467,GENE,MTTP,ABL|MTP,microsomal triglyceride transfer protein,"MTP encodes the large subunit of the heterodimeric microsomal triglyceride transfer protein. Protein disulfide isomerase (PDI) completes the heterodimeric microsomal triglyceride transfer protein, which has been shown to play a central role in lipoprotein assembly. Mutations in MTP can cause abetalipoproteinemia. [provided by RefSeq, Jul 2008]."
HGNC:3696,GENE,FGL2,T49|pT49,fibrinogen like 2,"The protein encoded by this gene is a secreted protein that is similar to the beta- and gamma-chains of fibrinogen. The carboxyl-terminus of the encoded protein consists of the fibrinogen-related domains (FRED). The encoded protein forms a tetrameric complex which is stabilized by interchain disulfide bonds. This protein may play a role in physiologic functions at mucosal sites. [provided by RefSeq, Jul 2008]."
RGD:2943,GENE,Jun,AP-1|AP1|c-Jun|p39,"Jun proto-oncogene, AP-1 transcription factor subunit","This gene is the putative transforming gene of avian sarcoma virus 17. It encodes a protein which is highly similar to the viral protein, and which interacts directly with specific target DNA sequences to regulate gene expression. This gene is intronless and is mapped to 1p32-p31, a chromosomal region involved in both translocations and deletions in human malignancies. [provided by RefSeq, Jul 2008]."
Xenbase:XB-GENE-480662,GENE,aqp10,AQPA_HUMAN,aquaporin 10,"This gene encodes a member of the aquaglyceroporin family of integral membrane proteins. Members of this family function as water-permeable channels in the epithelia of organs that absorb and excrete water. This protein was shown to function as a water-selective channel, and could also permeate neutral solutes such as glycerol and urea. [provided by RefSeq, Jul 2008]."
HGNC:11647,GENE,TCIRG1,ATP6N1C|ATP6V0A3|Atp6i|OC-116kDa|OC116|OPTB1|Stv1|TIRC7|Vph1|a3,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3","This gene encodes a subunit of a large protein complex known as a vacuolar H+-ATPase (V-ATPase). The protein complex acts as a pump to move protons across the membrane. This movement of protons helps regulate the pH of cells and their surrounding environment. V-ATPase dependent organelle acidification is necessary for such intracellular processes as protein sorting, zymogen activation, and receptor-mediated endocytosis. V-ATPase is comprised of a cytosolic V1 domain and a transmembrane V0 domain. Alternative splicing results in multiple transcript variants. Mutations in this gene are associated with infantile malignant osteopetrosis. [provided by RefSeq, May 2017]."
HGNC:21059,GENE,MAD2L1BP,CMT2,MAD2L1 binding protein,"The protein encoded by this gene was identified as a binding protein of the MAD2 mitotic arrest deficient-like 1 (MAD2/MAD2L1). MAD2 is a key component of the spindle checkpoint that delays the onset of anaphase until all the kinetochores are attached to the spindle. This protein may interact with the spindle checkpoint and coordinate cell cycle events in late mitosis. Alternatively spliced transcript variants encoding distinct isoforms have been observed. [provided by RefSeq, Jul 2008]."
NCBIGene:100518974,GENE,FAF1,CGI-03|HFAF1s|UBXD12|UBXN3A|hFAF1,Fas associated factor 1,"Interaction of Fas ligand (TNFSF6) with the FAS antigen (TNFRSF6) mediates programmed cell death, also called apoptosis, in a number of organ systems. The protein encoded by this gene binds to FAS antigen and can initiate apoptosis or enhance apoptosis initiated through FAS antigen. Initiation of apoptosis by the protein encoded by this gene requires a ubiquitin-like domain but not the FAS-binding domain. [provided by RefSeq, Jul 2008]."
HGNC:2537,GENE,CTSL,CATL|CTSL1|MEP,cathepsin L,"The protein encoded by this gene is a lysosomal cysteine proteinase that plays a major role in intracellular protein catabolism. Its substrates include collagen and elastin, as well as alpha-1 protease inhibitor, a major controlling element of neutrophil elastase activity. The encoded protein has been implicated in several pathologic processes, including myofibril necrosis in myopathies and in myocardial ischemia, and in the renal tubular response to proteinuria. This protein, which is a member of the peptidase C1 family, is a dimer composed of disulfide-linked heavy and light chains, both produced from a single protein precursor. Multiple alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Apr 2012]."
HP:0001159,DISO,Syndactyly,NA,Syndactyly,NA
NCBIGene:100153668,GENE,RAD23B,HHR23B|HR23B|P58,"RAD23 homolog B, nucleotide excision repair protein","The protein encoded by this gene is one of two human homologs of Saccharomyces cerevisiae Rad23, a protein involved in the nucleotide excision repair (NER). This protein was found to be a component of the protein complex that specifically complements the NER defect of xeroderma pigmentosum group C (XP-c) cell extracts in vitro. This protein was also shown to interact with, and elevate the nucleotide excision activity of 3-methyladenine-DNA glycosylase (MPG), which suggested a role in DNA damage recognition in base excision repair. This protein contains an N-terminal ubiquitin-like domain, which was reported to interact with 26S proteasome, and thus this protein may be involved in the ubiquitin mediated proteolytic pathway in cells. Alternative splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Sep 2011]."
ZFIN:ZDB-GENE-000616-13,GENE,appa,NA,oligopeptide family ABC transporter substrate-binding protein,NA
NCBIGene:100620522,GENE,BACH2,BTBD25,BTB domain and CNC homolog 2,NA
NCBIGene:457385,GENE,LMNA,CDCD1|CDDC|CMD1A|CMT2B1|EMD2|FPL|FPLD|FPLD2|HGPS|IDC|LDP1|LFP|LGMD1B|LMN1|LMNC|LMNL1|MADA|PRO1,lamin A/C,"The nuclear lamina consists of a two-dimensional matrix of proteins located next to the inner nuclear membrane. The lamin family of proteins make up the matrix and are highly conserved in evolution. During mitosis, the lamina matrix is reversibly disassembled as the lamin proteins are phosphorylated. Lamin proteins are thought to be involved in nuclear stability, chromatin structure and gene expression. Vertebrate lamins consist of two types, A and B. Alternative splicing results in multiple transcript variants. Mutations in this gene lead to several diseases: Emery-Dreifuss muscular dystrophy, familial partial lipodystrophy, limb girdle muscular dystrophy, dilated cardiomyopathy, Charcot-Marie-Tooth disease, and Hutchinson-Gilford progeria syndrome. [provided by RefSeq, Apr 2012]."
WormBase:WBGene00004344,GENE,rgs-1,NA,Regulator of G-protein signaling rgs-1,NA
HGNC:32697,GENE,SKIDA1,C10orf140|DLN-1,SKI/DACH domain containing 1,NA
HGNC:19020,GENE,TRIM47,GOA|RNF100,tripartite motif containing 47,NA
HGNC:25562,GENE,PLEKHG6,MyoGEF,pleckstrin homology and RhoGEF domain containing G6,NA
HGNC:24282,GENE,RBMX2,CGI-79|Snu17,RNA binding motif protein X-linked 2,NA
ZP:0011281,DISO,abnormal(ly) shape olfactory epithelium,NA,abnormal(ly) shape olfactory epithelium,NA
NCBIGene:100020775,GENE,VCP,CDC48|TERA|p97,valosin containing protein,"This gene encodes a member of the AAA ATPase family of proteins. The encoded protein plays a role in protein degradation, intracellular membrane fusion, DNA repair and replication, regulation of the cell cycle, and activation of the NF-kappa B pathway. This protein forms a homohexameric complex that interacts with a variety of cofactors and extracts ubiquitinated proteins from lipid membranes or protein complexes. Mutations in this gene cause IBMPFD (inclusion body myopathy with paget disease of bone and frontotemporal dementia), ALS (amyotrophic lateral sclerosis) and Charcot-Marie-Tooth disease in human patients. [provided by RefSeq, Aug 2017]."
HGNC:27409,GENE,LINC01619,C12orf79,long intergenic non-protein coding RNA 1619,NA
HGNC:13211,GENE,ATP2C1,ATP2C1A|BCPM|HHD|PMR1|SPCA1|hSPCA1,ATPase secretory pathway Ca2+ transporting 1,"The protein encoded by this gene belongs to the family of P-type cation transport ATPases. This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium ions. Defects in this gene cause Hailey-Hailey disease, an autosomal dominant disorder. Alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Aug 2011]."
HP:0004963,DISO,Calcification of the aorta,NA,Calcification of the aorta,NA
HP:0006274,DISO,Reduced pancreatic beta cells,NA,Reduced pancreatic beta cells,NA
HP:0003323,DISO,Progressive muscle weakness,NA,Progressive muscle weakness,NA
HGNC:9842,GENE,RALGDS,RGDS|RGF|RalGEF,ral guanine nucleotide dissociation stimulator,"Guanine nucleotide dissociation stimulators (GDSs, or exchange factors), such as RALGDS, are effectors of Ras-related GTPases (see MIM 190020) that participate in signaling for a variety of cellular processes.[supplied by OMIM, Nov 2010]."
NCBIGene:461201,GENE,WDFY3,ALFY|BCHS|MCPH18|ZFYVE25,WD repeat and FYVE domain containing 3,"This gene encodes a phosphatidylinositol 3-phosphate-binding protein that functions as a master conductor for aggregate clearance by autophagy. This protein shuttles from the nuclear membrane to colocalize with aggregated proteins, where it complexes with other autophagic components to achieve macroautophagy-mediated clearance of these aggregated proteins. However, it is not necessary for starvation-induced macroautophagy. [provided by RefSeq, May 2010]."
HGNC:10972,GENE,SLC22A8,OAT3,solute carrier family 22 member 8,"This gene encodes a protein involved in the sodium-independent transport and excretion of organic anions, some of which are potentially toxic. The encoded protein is an integral membrane protein and appears to be localized to the basolateral membrane of the kidney. Multiple alternatively spliced transcript variants that encode different protein isoforms have been described for this gene. [provided by RefSeq, May 2010]."
WBPhenotype:0001950,DISO,diplotene region organization variant,NA,diplotene region organization variant,NA
HGNC:25115,GENE,SPINDOC,C11orf84|SPIN-DOC,spindlin interactor and repressor of chromatin binding,NA
HGNC:25527,GENE,ANKZF1,ZNF744,ankyrin repeat and zinc finger domain containing 1,NA
GO:0046875,PHYS,ephrin receptor binding,NA,ephrin receptor binding,NA
HP:0410043,DISO,Abnormal neural tube morphology,NA,Abnormal neural tube morphology,NA
FlyBase:FBgn0010424,GENE,TpnC73F,CG7930|DmTnC3|DmTpnC73F|DmTpnCIa|Dmel\CG7930|TNC|TNC73F|TnC|TnC73F|Tnc2|TpnC Ia|TpnCIa|tpnC73F,Troponin C at 73F,NA
FBcv:0002033,DISO,lethal - all die during embryonic stage,NA,lethal - all die during embryonic stage,NA
MP:0002635,DISO,reduced sensorimotor gating,NA,reduced sensorimotor gating,NA
HGNC:9440,GENE,THAP12,DAP4|P52rIPK|PRKRIR|THAP0,THAP domain containing 12,NA
NCBIGene:831538,GENE,TOZ,F5E19.90|F5E19_90|TORMOZEMBRYO DEFECTIVE,Transducin family protein / WD-40 repeat family protein,NA
HGNC:6029,GENE,IL9,HP40|IL-9|P40,interleukin 9,"The protein encoded by this gene is a cytokine that acts as a regulator of a variety of hematopoietic cells. This cytokine stimulates cell proliferation and prevents apoptosis. It functions through the interleukin 9 receptor (IL9R), which activates different signal transducer and activator (STAT) proteins and thus connects this cytokine to various biological processes. The gene encoding this cytokine has been identified as a candidate gene for asthma. Genetic studies on a mouse model of asthma demonstrated that this cytokine is a determining factor in the pathogenesis of bronchial hyperresponsiveness. [provided by RefSeq, Jul 2008]."
